id,organization_id,url,type,species,breeds,colors,age,gender,size,coat,attributes,environment,tags,name,description,organization_animal_id,photos,primary_photo_cropped,videos,status,status_changed_at,published_at,distance,contact,_links
48550201,MI1066,https://www.petfinder.com/dog/xena-48550201/mi/jackson/saving-innocent-souls-s-dot-is-mi1066/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Dog,Dog,"{'primary': 'American Staffordshire Terrier', 'secondary': 'None', 'mixed': 'False', 'unknown': 'False'}","{'primary': 'Bicolor', 'secondary': 'None', 'tertiary': 'None'}",Adult,Female,Medium,Short,"{'spayed_neutered': 'True', 'house_trained': 'True', 'declawed': 'None', 'special_needs': 'False', 'shots_current': 'True'}","{'children': 'None', 'dogs': 'True', 'cats': 'False'}",[],Xena,What can we say? Xena is an exceptional girl who didnt come from the best of backgrounds. Xena does very...,None,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550201/1/?bust=1595339468&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550201/1/?bust=1595339468&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550201/1/?bust=1595339468&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550201/1/?bust=1595339468'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550201/2/?bust=1595339546&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550201/2/?bust=1595339546&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550201/2/?bust=1595339546&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550201/2/?bust=1595339546'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550201/3/?bust=1595339555&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550201/3/?bust=1595339555&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550201/3/?bust=1595339555&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550201/3/?bust=1595339555'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550201/1/?bust=1595339468&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550201/1/?bust=1595339468&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550201/1/?bust=1595339468&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550201/1/?bust=1595339468'}",[],adoptable,2020-07-21 13:53:01+00:00,2020-07-21 13:53:01+00:00,None,"{'email': 'jodianna032007@gmail.com', 'phone': '(517) 936-1067', 'address': {'address1': '950 W. Monroe St', 'address2': 'Suite 150', 'city': 'Jackson', 'state': 'MI', 'postcode': '49202', 'country': 'US'}}","{'self': {'href': '/v2/animals/48550201'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/mi1066'}}"
48555280,SC183,https://www.petfinder.com/dog/gotti-48555280/sc/columbia/city-of-columbia-animal-services-sc183/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Dog,Dog,"{'primary': 'Boxer', 'secondary': 'None', 'mixed': 'True', 'unknown': 'False'}","{'primary': 'Brown / Chocolate', 'secondary': 'None', 'tertiary': 'None'}",Baby,Male,Medium,Short,"{'spayed_neutered': 'True', 'house_trained': 'False', 'declawed': 'None', 'special_needs': 'False', 'shots_current': 'True'}","{'children': 'None', 'dogs': 'None', 'cats': 'None'}",[],Gotti,Gotti is approximately 3 months old and currently weighs 13 lbs.,263591,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555280/1/?bust=1595363629&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555280/1/?bust=1595363629&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555280/1/?bust=1595363629&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555280/1/?bust=1595363629'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555280/1/?bust=1595363629&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555280/1/?bust=1595363629&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555280/1/?bust=1595363629&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555280/1/?bust=1595363629'}",[],adopted,2020-07-22 12:51:14+00:00,2020-07-21 20:34:09+00:00,None,"{'email': 'None', 'phone': '(803) 776-7387', 'address': {'address1': 'None', 'address2': 'None', 'city': 'Columbia', 'state': 'SC', 'postcode': '29209', 'country': 'US'}}","{'self': {'href': '/v2/animals/48555280'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/sc183'}}"
48554184,MO139,https://www.petfinder.com/dog/sunny-48554184/mo/saint-louis/st-louis-senior-dog-project-mo139/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Dog,Dog,"{'primary': 'Havanese', 'secondary': 'None', 'mixed': 'False', 'unknown': 'False'}","{'primary': 'None', 'secondary': 'None', 'tertiary': 'None'}",Adult,Female,Small,Long,"{'spayed_neutered': 'True', 'house_trained': 'False', 'declawed': 'None', 'special_needs': 'False', 'shots_current': 'True'}","{'children': 'None', 'dogs': 'True', 'cats': 'True'}",[],Sunny,Meet sweet Sunny !!! Sunny is a 6 year old female Havanese. She is a tad shy but warms up...,None,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554184/1/?bust=1595357649&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554184/1/?bust=1595357649&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554184/1/?bust=1595357649&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554184/1/?bust=1595357649'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554184/1/?bust=1595357649&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554184/1/?bust=1595357649&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554184/1/?bust=1595357649&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554184/1/?bust=1595357649'}",[],adopted,2020-08-07 18:03:21+00:00,2020-07-21 18:57:19+00:00,None,"{'email': 'goldfishmom73@gmail.com', 'phone': 'None', 'address': {'address1': 'None', 'address2': 'None', 'city': 'Saint Louis', 'state': 'MO', 'postcode': '63139', 'country': 'US'}}","{'self': {'href': '/v2/animals/48554184'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/mo139'}}"
48553495,WA127,https://www.petfinder.com/dog/oso-48553495/wa/puyallup/paws-and-claws-animal-welfare-wa127/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Dog,Dog,"{'primary': 'Jindo', 'secondary': 'None', 'mixed': 'False', 'unknown': 'False'}","{'primary': 'White / Cream', 'secondary': 'None', 'tertiary': 'None'}",Young,Male,Medium,Short,"{'spayed_neutered': 'True', 'house_trained': 'True', 'declawed': 'None', 'special_needs': 'False', 'shots_current': 'True'}","{'children': 'None', 'dogs': 'True', 'cats': 'False'}",[],Oso,"Oso is an approx. 2 year old Jindo, rescued from the dog meat trade in Korea.  He just recently arrived...",None,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553495/1/?bust=1595355517&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553495/1/?bust=1595355517&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553495/1/?bust=1595355517&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553495/1/?bust=1595355517'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553495/2/?bust=1595355543&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553495/2/?bust=1595355543&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553495/2/?bust=1595355543&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553495/2/?bust=1595355543'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553495/3/?bust=1595355558&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553495/3/?bust=1595355558&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553495/3/?bust=1595355558&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553495/3/?bust=1595355558'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553495/4/?bust=1595355575&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553495/4/?bust=1595355575&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553495/4/?bust=1595355575&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553495/4/?bust=1595355575'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553495/1/?bust=1595355517&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553495/1/?bust=1595355517&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553495/1/?bust=1595355517&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48553495/1/?bust=1595355517'}",[],adopted,2020-07-27 16:56:37+00:00,2020-07-21 18:24:17+00:00,None,"{'email': 'info@pawsandclaws.us', 'phone': 'E-mail only ', 'address': {'address1': 'PO Box 732137', 'address2': 'None', 'city': 'Puyallup', 'state': 'WA', 'postcode': '98444', 'country': 'US'}}","{'self': {'href': '/v2/animals/48553495'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/wa127'}}"
48555404,CA1726,https://www.petfinder.com/dog/star-mantis-star-puppy-48555404/ca/san-francisco/family-dog-rescue-ca1726/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Dog,Dog,"{'primary': 'Husky', 'secondary': 'None', 'mixed': 'True', 'unknown': 'False'}","{'primary': 'None', 'secondary': 'None', 'tertiary': 'None'}",Young,Female,Medium,None,"{'spayed_neutered': 'False', 'house_trained': 'False', 'declawed': 'None', 'special_needs': 'False', 'shots_current': 'False'}","{'children': 'None', 'dogs': 'None', 'cats': 'None'}",[],*Mantis* Puppy,You can fill out an adoption application online on our official website.,15847500,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555404/1/?bust=1597707025&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555404/1/?bust=1597707025&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555404/1/?bust=1597707025&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555404/1/?bust=1597707025'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555404/1/?bust=1597707025&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555404/1/?bust=1597707025&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555404/1/?bust=1597707025&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48555404/1/?bust=1597707025'}",[],adopted,2020-07-21 20:47:02+00:00,2020-07-21 20:47:02+00:00,None,"{'email': 'adopt@ilovefamilydog.org', 'phone': 'None', 'address': {'address1': 'None', 'address2': 'None', 'city': 'San Francisco', 'state': 'CA', 'postcode': '94103', 'country': 'US'}}","{'self': {'href': '/v2/animals/48555404'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/ca1726'}}"
48554215,FL1655,https://www.petfinder.com/dog/biggie-48554215/fl/tampa/the-piba-foundation-fl1655/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Dog,Dog,"{'primary': 'Hound', 'secondary': 'Dachshund', 'mixed': 'True', 'unknown': 'False'}","{'primary': 'Bicolor', 'secondary': 'None', 'tertiary': 'None'}",Baby,Male,Medium,Short,"{'spayed_neutered': 'True', 'house_trained': 'False', 'declawed': 'None', 'special_needs': 'False', 'shots_current': 'True'}","{'children': 'True', 'dogs': 'True', 'cats': 'True'}","['playful', 'active']",Biggie,Meet Biggie! This boy was found dumped a rural dumping ground in rural Alabama. He and his 3 siblings were...,None,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554215/2/?bust=1595358379&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554215/2/?bust=1595358379&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554215/2/?bust=1595358379&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554215/2/?bust=1595358379'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554215/1/?bust=1595358379&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554215/1/?bust=1595358379&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554215/1/?bust=1595358379&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554215/1/?bust=1595358379'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554215/2/?bust=1595358379&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554215/2/?bust=1595358379&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554215/2/?bust=1595358379&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48554215/2/?bust=1595358379'}",[],adopted,2020-08-03 00:40:23+00:00,2020-07-21 19:01:52+00:00,None,"{'email': 'info@thepibafoundation.org', 'phone': '(813) 867-6005', 'address': {'address1': 'None', 'address2': 'None', 'city': 'Tampa', 'state': 'FL', 'postcode': '33611', 'country': 'US'}}","{'self': {'href': '/v2/animals/48554215'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/fl1655'}}"
48552841,MN52,https://www.petfinder.com/dog/scout-48552841/mn/saint-cloud/tri-county-humane-society-mn52/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Dog,Dog,"{'primary': 'Shepherd', 'secondary': 'None', 'mixed': 'True', 'unknown': 'False'}","{'primary': 'Brown / Chocolate', 'secondary': 'White / Cream', 'tertiary': 'None'}",Young,Male,Large,Short,"{'spayed_neutered': 'True', 'house_trained': 'True', 'declawed': 'None', 'special_needs': 'False', 'shots_current': 'False'}","{'children': 'True', 'dogs': 'True', 'cats': 'None'}",[],Scout,"Say hello Scout ~~He was originally in the shelter as a puppy, and returned months later due to landlord issues...",43167688,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552841/1/?bust=1595353166&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552841/1/?bust=1595353166&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552841/1/?bust=1595353166&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552841/1/?bust=1595353166'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552841/1/?bust=1595353166&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552841/1/?bust=1595353166&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552841/1/?bust=1595353166&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552841/1/?bust=1595353166'}",[],adopted,2020-07-29 17:54:24+00:00,2020-07-21 17:40:18+00:00,None,"{'email': 'pets@tricountyhumanesociety.org', 'phone': '320-252-0896', 'address': {'address1': '735 8th St. NE', 'address2': 'PO Box 701', 'city': 'Saint Cloud', 'state': 'MN', 'postcode': '56302', 'country': 'US'}}","{'self': {'href': '/v2/animals/48552841'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/mn52'}}"
48550939,IA236,https://www.petfinder.com/dog/razzle-48550939/ia/council-bluffs/midlands-humane-society-ia236/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Dog,Dog,"{'primary': 'Rat Terrier', 'secondary': 'None', 'mixed': 'True', 'unknown': 'False'}","{'primary': 'None', 'secondary': 'None', 'tertiary': 'None'}",Senior,Female,Medium,Wire,"{'spayed_neutered': 'True', 'house_trained': 'False', 'declawed': 'None', 'special_needs': 'False', 'shots_current': 'True'}","{'children': 'None', 'dogs': 'None', 'cats': 'None'}",[],Razzle,Razzle is a 12 year old spayed female Rat Terrier mix. She is bonded with Dazzle &amp; you can adopt...,37052,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550939/1/?bust=1595344421&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550939/1/?bust=1595344421&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550939/1/?bust=1595344421&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550939/1/?bust=1595344421'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550939/1/?bust=1595344421&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550939/1/?bust=1595344421&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550939/1/?bust=1595344421&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48550939/1/?bust=1595344421'}",[],adopted,2020-07-28 23:46:44+00:00,2020-07-21 15:16:02+00:00,None,"{'email': 'info@midlandshumanesociety.org', 'phone': '(712)396-2270', 'address': {'address1': '1020 Railroad Avenue', 'address2': 'None', 'city': 'Council Bluffs', 'state': 'IA', 'postcode': '51503', 'country': 'US'}}","{'self': {'href': '/v2/animals/48550939'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/ia236'}}"
48552904,MN52,https://www.petfinder.com/dog/soldier-48552904/mn/saint-cloud/tri-county-humane-society-mn52/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Dog,Dog,"{'primary': 'Staffordshire Bull Terrier', 'secondary': 'None', 'mixed': 'True', 'unknown': 'False'}","{'primary': 'Black', 'secondary': 'White / Cream', 'tertiary': 'None'}",Adult,Male,Medium,Short,"{'spayed_neutered': 'True', 'house_trained': 'True', 'declawed': 'None', 'special_needs': 'False', 'shots_current': 'True'}","{'children': 'False', 'dogs': 'True', 'cats': 'None'}",[],Soldier,Say hello to Soldier ~~He came to TCHS because his owner did not have enough time to care for him...,44866091,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552904/1/?bust=1595353352&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552904/1/?bust=1595353352&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552904/1/?bust=1595353352&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552904/1/?bust=1595353352'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552904/2/?bust=1596045594&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552904/2/?bust=1596045594&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552904/2/?bust=1596045594&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552904/2/?bust=1596045594'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552904/1/?bust=1595353352&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552904/1/?bust=1595353352&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552904/1/?bust=1595353352&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552904/1/?bust=1595353352'}",[],adopted,2020-08-04 18:34:34+00:00,2020-07-21 17:43:10+00:00,None,"{'email': 'pets@tricountyhumanesociety.org', 'phone': '320-252-0896', 'address': {'address1': '735 8th St. NE', 'address2': 'PO Box 701', 'city': 'Saint Cloud', 'state': 'MN', 'postcode': '56302', 'country': 'US'}}","{'self': {'href': '/v2/animals/48552904'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/mn52'}}"
48552768,AZ303,https://www.petfinder.com/dog/darling-be-my-furever-48552768/az/chandler/coopers-chance-animal-rescue-az303/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Dog,Dog,"{'primary': 'Cattle Dog', 'secondary': 'Australian Shepherd', 'mixed': 'True', 'unknown': 'False'}","{'primary': 'Black', 'secondary': 'None', 'tertiary': 'None'}",Young,Female,Medium,Short,"{'spayed_neutered': 'True', 'house_trained': 'True', 'declawed': 'None', 'special_needs': 'False', 'shots_current': 'True'}","{'children': 'True', 'dogs': 'True', 'cats': 'True'}",[],DARLING - BE MY FUREVER!,DARLING is a 6-month-old heeler/cattle dog mix who was rescued from the county shelter when she was found as a...,2020-201,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552768/2/?bust=1595352687&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552768/2/?bust=1595352687&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552768/2/?bust=1595352687&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552768/2/?bust=1595352687'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552768/1/?bust=1595352683&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552768/1/?bust=1595352683&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552768/1/?bust=1595352683&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552768/1/?bust=1595352683'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552768/2/?bust=1595352687&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552768/2/?bust=1595352687&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552768/2/?bust=1595352687&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48552768/2/?bust=1595352687'}",[],adoptable,2020-07-21 17:32:19+00:00,2020-07-21 17:32:19+00:00,None,"{'email': 'cooperschance@yahoo.com', 'phone': 'None', 'address': {'address1': 'None', 'address2': 'None', 'city': 'Chandler', 'state': 'AZ', 'postcode': '85249', 'country': 'US'}}","{'self': {'href': '/v2/animals/48552768'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/az303'}}"
48551144,NM42,https://www.petfinder.com/dog/rachel-48551144/nm/las-cruces/animal-service-center-of-the-mesilla-valley-nm42/?referrer_id=5957d654-0b8d-4a02-bbae-6c7dd49e1074,Dog,Dog,"{'primary': 'Mixed Breed', 'secondary': 'None', 'mixed': 'False', 'unknown': 'False'}","{'primary': 'Red / Chestnut / Orange', 'secondary': 'Brindle', 'tertiary': 'None'}",Adult,Female,Medium,None,"{'spayed_neutered': 'False', 'house_trained': 'False', 'declawed': 'None', 'special_needs': 'False', 'shots_current': 'True'}","{'children': 'None', 'dogs': 'None', 'cats': 'None'}",[],Rachel,None,ASC-A-29714,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551144/1/?bust=1597279534&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551144/1/?bust=1597279534&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551144/1/?bust=1597279534&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551144/1/?bust=1597279534'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551144/1/?bust=1597279534&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551144/1/?bust=1597279534&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551144/1/?bust=1597279534&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/48551144/1/?bust=1597279534'}",[],adoptable,2020-07-21 15:35:15+00:00,2020-07-21 15:35:15+00:00,None,"{'email': 'pdeal@las-cruces.org', 'phone': '(575) 382-0018', 'address': {'address1': '3551 Bataan Memorial West', 'address2': 'None', 'city': 'Las Cruces', 'state': 'NM', 'postcode': '88012', 'country': 'US'}}","{'self': {'href': '/v2/animals/48551144'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/nm42'}}"
